id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis 
295254,Feardotcom,101,2002,3.4,16,20004,13208023,R,A New York City detective investigates mysterious deaths occurring 48 hours after users log onto a site named feardotcom.
295289,A Guy Thing,101,2003,5.6,27,16479,15408822,PG-13,A soon-to-be husband wakes up on the morning after his bachelor party in bed with another woman.
295297,Harry Potter in dvorana skrivnosti,161,2002,7.4,63,542261,261988482,PG,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.
295427,The Master of Disguise,80,2002,3.4,12,22133,40363530,PG,An Italian waiter fights off a criminal mastermind with his inherited powers of disguise.
295700,Napacen odcep,84,2003,6.1,32,107541,15417771,R,"Chris and a group of five friends are left stranded deep in the middle of the woods after their cars collide. As they venture deeper into the woods, they face an uncertain and bloodcurdling fate."
295701,XXX - Trojni X,124,2002,5.9,48,172081,142109382,PG-13,"An extreme sports athlete, Xander Cage, is recruited by the government on a special mission."
295721,Taxi 3,84,2003,5.8,,39871,497208,,"Out to stop a new gang disguised as Santa Claus, Emilien and Daniel must also handle major changes in their personal relationships."
296042,Koroshiya 1,129,2001,7.0,55,51752,20285,R,"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of achieving."
296572,The Chronicles of Riddick,119,2004,6.7,38,212955,57761012,R,"The wanted criminal Richard Bruno Riddick (Vin Diesel) arrives on a planet called Helion Prime and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe."
296574,Company,142,2002,8.0,,14359,,,"A small-time gangster named Chandu teams up with Malik, a low-level enforcer for a criminal syndicate. Together they eliminate all their enemies, becoming the most feared gangsters in Mumbai."
297037,Brown Sugar,109,2002,6.5,58,8369,27362712,PG-13,"Friends since childhood, a magazine editor and a hip-hop record executive stumble into romantic territory."
297162,Half Past Dead,98,2002,4.7,23,14522,15361537,PG-13,This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.
297181,I Spy,97,2002,5.4,35,48728,33561137,PG-13,A professional athlete has to help a U.S. government agent recover a missing jet.
297284,Mindhunters,106,2004,6.4,33,57510,4480744,R,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.
297721,Riri Shushu no subete,146,2001,7.6,73,7800,24846,,"The problematic lives of teenager students for whom the singer Lily Chou-Chou's dreamy music is the only way to escape an alienating, violent and insensitive society."
297884,Dalec od nebes,107,2002,7.3,84,43530,15854988,PG-13,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world."
298130,Krog,115,2002,7.1,57,317666,129128133,PG-13,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.
298148,Shrek 2,93,2004,7.2,75,413314,436471036,PG,"Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be."
298203,8 milj,110,2002,7.1,77,246507,116724075,R,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem."
298228,Legenda o jezdecu kitov,101,2002,7.5,80,39105,20779666,PG-13,"A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize."
298408,Laurel Canyon,103,2002,6.4,61,15848,3663356,R,"When an uptight young man and his fiancée move into his libertine mother's house, the resulting clash of life attitudes shakes everyone up."
298744,Auto Focus,105,2002,6.6,66,13113,2062066,R,The life of TV star Bob Crane and his strange friendship with electronics expert John Henry Carpenter.
298814,Jedro,135,2003,5.5,48,92564,31186896,PG-13,The only way to save Earth from catastrophe is to drill down to the core and set it spinning again.
298845,V Ameriki,105,2002,7.7,76,40192,15539266,PG-13,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.
299117,Zmuzljivi Roger,106,2002,6.9,75,16796,1266828,R,"After breaking up with his lover and boss, a smooth-talking man takes his teenaged nephew out on the town in search of sex."
299172,Home on the Range,76,2004,5.4,50,20055,50030461,PG,"To save their farm, the resident animals go bounty hunting for a notorious outlaw."
299458,All the Real Girls,108,2003,6.8,71,10229,548712,R,Small-town love story of a young man with a reputation for womanizing and his best friend's sister.
299658,Chicago,113,2002,7.1,81,213597,170687518,PG-13,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention."
299930,Gigli,121,2003,2.5,18,45797,6068735,R,Larry Gigli is assigned by a crime boss to kidnap the brother of a prominent district attorney. A beautiful woman known only as Ricki is sent to stay with him to make sure he doesn't mess up the job.
299977,Ying xiong,120,2002,7.9,85,172752,53710019,PG-13,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors."
300051,Moja mala navihanka,102,2004,6.2,43,62897,25266129,PG-13,A widower must look after his precocious daughter and rebuild his life and career after he's sidelined by an unexpected tragedy and a personal blowup.
300140,Za vedno Lilja,109,2002,7.8,82,42176,181655,R,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
300214,Morvern Callar,97,2002,6.8,78,9148,267194,R,"After her beloved husband's suicide, a mourning supermarket worker and her best friend hit the road in Scotland, but find that grief is something that you can't run away from forever."
300471,Polnočni obračun,114,2003,6.2,58,99281,60476872,PG-13,"When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds."
300532,Valovi smrti,104,2002,5.7,61,29869,40390647,PG-13,"As a hard-core surfer girl prepares for a big competition, she finds herself falling for a football player."
300556,Časovna past,116,2003,5.7,28,59833,19481943,PG-13,A group of archaeologists become trapped in the past when they go there to retrieve a friend. The group must survive in fourteenth century France before they can escape back to the twenty-first century.
301199,Umazane lepe stvari,97,2002,7.3,78,40326,8111360,R,Undocumented immigrants Okwe and Senay work at a posh London hotel and live in constant fear of deportation. One night Okwe stumbles across evidence of a bizarre murder setting off a series of events that could lead to disaster or freedom.
301357,"Zbogom, Lenin!",121,2003,7.7,68,136486,4064200,R,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
301470,Jeepers Creepers 2,106,2003,5.6,36,57842,35667218,R,"Set a few days after the original, a championship basketball team's bus is attacked by The Creeper, the winged, flesh-eating terror, on the last day of his 23-day feeding frenzy."
301634,Mrtav 'ladan,90,2002,8.4,,8434,,,"Two brothers, Lemi and Kiza, having spent all their money, try to relocate their dead grandfather from Belgrade to Vrsac at the lowest cost, but he goes missing along the way."
301976,Nepricakovani zlocin,108,2003,7.1,37,22578,343816,R,A young man's experience in a juvenile detention center that touches on the tumultuous changes that befall his family and the community in which he lives.
302640,Vroca bejba,104,2002,5.5,29,89095,35081594,PG-13,"An attractive and popular teenager, who is mean-spirited toward others, finds herself in the body of an older man, and must find a way to get back to her original body."
302674,Gerry,103,2002,6.1,54,17735,236266,R,A friendship between two young men is tested when they go for a hike in a desert and forget to bring any water or food with them.
302886,Modeli stare sole,88,2003,7.1,54,213037,75585093,R,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.
303361,May,93,2002,6.6,58,32834,150277,R,A socially awkward veterinary assistant with a lazy eye and obsession with perfection descends into depravity after developing a crush on a boy with perfect hands.
303714,Barbershop,102,2002,6.3,66,29245,75782105,PG-13,A day in the life of a South Side Chicago barbershop.
303816,Cabin Fever,93,2002,5.7,56,73433,21158188,R,"Five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals."
303933,Drumline,118,2002,5.8,63,32667,56399184,PG-13,A band director recruits a Harlem street drummer to play at a Southern university.
304141,Harry Potter in jetnik iz Azkabana,142,2004,7.9,82,539794,249358727,PG,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard."
304262,Katakuri-ke no kôfuku,113,2001,7.1,60,8352,,R,"A family moves to the country to run a rustic mountain inn when, to their horror, the customers begin befalling sudden and unlikely fates."
